,Input_Count,Outputs,Wiring,Gates,Gate_Activations,Truth_Table,Final_Population
212,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],False
213,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
214,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],True
215,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
216,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],False
217,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],False
218,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
219,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
220,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'AND', 'OR']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
221,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],True
222,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
223,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],False
224,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
225,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],False
226,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
227,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],True
228,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],False
229,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],True
230,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],False
231,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],False
232,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
233,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],True
234,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],False
235,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'AND']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
236,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  8.  8. 14. 14.  8.  8. 15. 15.],True
237,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 1, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  0.  0.  6.  6.  8.  8. 15. 15.],False
238,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  8.  8.  8. 14.  8.  8.  8. 15.],False
239,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 1, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  0.  0.  0.  6.  8.  8.  8. 15.],False
240,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  8.  8.  8. 14.  9.  9.  9. 15.],True
241,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4.  2.  2.  2.  6. 11. 11. 11. 15.],False
242,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  8.  8. 14. 14.  9.  9. 15. 15.],True
243,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5. 10. 10. 10. 14. 11. 11. 11. 15.],False
244,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 1, 0, 1)",[ 0.  0.  0.  4.  0.  0.  0.  4. 10. 10. 10. 14. 11. 11. 11. 15.],False
245,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 1, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  0.  0.  0.  6.  9.  9.  9. 15.],True
246,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 1, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  0.  0.  6.  6.  9.  9. 15. 15.],False
247,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5. 10. 10. 14. 14. 11. 11. 15. 15.],True
248,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 1, 0, 0)",[ 0.  0.  0.  4.  1.  1.  1.  5.  2.  2.  2.  6. 11. 11. 11. 15.],True
249,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(0, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4. 10. 10. 14. 14. 11. 11. 15. 15.],True
250,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 0, 1)",[ 0.  0.  4.  4.  0.  0.  4.  4.  2.  2.  6.  6. 11. 11. 15. 15.],True
251,4,"[4, 5, 6, 7]","[[0, 1], [2, 3], [0, 5], [1, 6]]","['OR', 'OR', 'OR', 'OR']","(1, 0, 0, 0)",[ 0.  0.  4.  4.  1.  1.  5.  5.  2.  2.  6.  6. 11. 11. 15. 15.],False
